Datetime,Open,High,Low,Close,Volume,RSI_14,RSI_21,RSI_7,RSI_Momentum,Price_Momentum,Stoch_K,Stoch_D,Williams_R,MACD,MACD_Signal,MACD_Histogram,MACD_Std,MACD_Signal_Std,EMA_9,EMA_21,EMA_50,EMA_200,EMA_Cross_Short,EMA_Cross_Long,BB_Upper,BB_Lower,BB_Mid,BB_Width,BB_Position,KC_Upper,KC_Lower,KC_Mid,ATR,ATR_Percent,Volatility_Breakout,VWAP,VWAP_Distance,OBV,OBV_EMA,Volume_ROC,Higher_High,Lower_Low,Support_Level,Resistance_Level,Support_Distance,Resistance_Distance,ADX,Trending_Market,Choppiness,Crypto_Fear_Greed,Is_Weekend,Hour,Is_US_Hours,Is_Asian_Hours,Momentum_Confluence,Volatility_Regime,Close_Lag_1,RSI_Lag_1,MACD_Lag_1,Close_Lag_2,RSI_Lag_2,MACD_Lag_2,Close_Lag_3,RSI_Lag_3,MACD_Lag_3,Close_Lag_5,RSI_Lag_5,MACD_Lag_5,Close_SMA_5,Close_SMA_20,Close_Std_20,Close_Skew_20,Close_Kurt_20,Return_3d,Volatility_3d,Return_5d,Volatility_5d,Return_10d,Volatility_10d,Return_20d,Volatility_20d,Call_LTP,Call_IV,Call_OI,Call_Volume
2025-09-03 11:55:00,111490.59,111500.0,111437.76,111437.77,19.06263,50.51979571807049,53.791180143025045,38.807258089794345,-3.858060393119139,-0.00047376195605375315,30.562479122235235,41.59621759128415,-69.43752087776477,42.875964390303125,66.8230841920305,-23.947119801727382,69.04767391755013,93.61489196006518,111509.09096317153,111465.28742565135,111314.46482943691,111062.18591217346,1,1,111667.79191106604,111343.15508893397,111505.47350000001,0.0029131668924465516,0.29144848832810744,111598.51716666666,111403.22916666667,111500.87316666667,97.29527981151583,0.08730906927832083,0,111155.63395041249,0.2538207372496978,1388.3978300000006,1383.3698428356952,-0.5810281153767622,0,1,111372.0,111675.96,0.05901948684005797,0.213742611683635,29.820004672284643,1,49.81084511181044,0.043200705835564505,0,11,1,0,0,0,111490.59,54.37785611118963,60.23661897990678,111513.77,56.12444148722006,73.25906992865202,111580.0,61.352713225498576,85.278562843916,111553.24,59.988094114839576,93.51611541127204,111514.74399999999,111505.47350000001,83.26758794930866,0.41153617733897496,-0.5161969555852259,-0.001274690804803691,0.00019740668031373155,-0.0010351111272071112,0.00034303363524163774,-0.0014278147525504936,0.00045411670859642434,0.00041439386682706747,0.0006614924041297573,0.022,6302.471,0,128.1
2025-09-03 12:00:00,111437.77,111591.47,111437.77,111591.46,23.56328,59.519440092771866,59.45604040407624,60.00772101507165,8.999644374701376,0.0013791553797244394,66.40046129451012,47.03263143098076,-33.59953870548988,49.91608812713821,61.18741883706641,-11.2713307099282,70.79168395404122,89.0502503588604,111525.56477053724,111476.75765968303,111325.32738514528,111067.45232100757,1,1,111674.10535867215,111355.76764132784,111514.9365,0.0028527068052009983,0.7403846475950011,111606.18016666667,111407.33916666669,111506.75966666666,101.32418839640734,0.09079923176594995,0,111156.8969714774,0.39094562763308777,1411.9611100000006,1386.0928206608671,-0.5564323602683474,0,0,111372.0,111675.96,0.19666379488180044,0.07572264042427619,28.836896929372234,1,56.06786587251489,0.03675603741031829,0,12,1,0,0,0,111437.77,50.51979571807049,42.875964390303125,111490.59,54.37785611118963,60.23661897990678,111513.77,56.12444148722006,73.25906992865202,111551.59,59.86342689176893,87.54117245711677,111522.71800000002,111514.9365,81.65190166186923,0.23493696633598057,-0.6111648327817218,0.0006966852613807806,0.0010018850596728512,0.00035741310365922097,0.0008001851966804199,-0.00046317208656820874,0.0006472413784031299,0.001698889249942992,0.0007280371807515759,0.022,6302.471,0,128.1
2025-09-03 12:05:00,111591.46,111619.87,111540.69,111552.0,19.08532,56.669477082357446,57.553911528549975,54.36577090669028,-2.8499630104144202,-0.00035361128889255244,51.213410057542355,49.392116824762574,-48.786589942457645,48.70393141324166,57.02625636245816,-8.322324949216501,68.20352447887126,84.88090518286256,111530.85181642979,111483.59787243912,111334.21650729644,111072.2736909478,1,1,111677.61651557597,111358.98448442406,111518.30050000001,0.0028563542666371596,0.6057630643038571,111610.75416666665,111415.06916666667,111512.91166666667,99.74246065380632,0.08941342212941616,0,111157.99513402185,0.3544548149713379,1392.8757900000007,1386.7388177407847,-0.28606703787316257,0,0,111372.0,111675.96,0.16135972461273665,0.11112306368331037,28.197615269988052,1,58.31071871578184,0.03874330336723515,0,12,1,0,0,0,111591.46,59.519440092771866,49.91608812713821,111437.77,50.51979571807049,42.875964390303125,111490.59,54.37785611118963,60.23661897990678,111580.0,61.352713225498576,85.278562843916,111517.11800000002,111518.30050000001,81.72739156069262,0.10541071508485451,-0.6556581732840564,0.0005508088171388703,0.0010368396825543682,-0.00025094102885825365,0.0008115762532748087,-0.0004121937669133713,0.0006442983156404377,0.0006034907743410756,0.0007172135191938011,0.022,6302.471,0,128.1
2025-09-03 12:10:00,111551.99,111551.99,111460.0,111466.43,14.73346,50.969892083146654,53.64608112427937,43.918927695372595,-5.699584999210792,-0.0007670862019507618,24.452714535898505,47.355528629317,-75.54728546410149,35.62646845566633,49.892993726860894,-14.266525271194567,58.57241919799708,79.61920798588946,111517.96745314382,111482.03715676283,111339.40135014757,111076.1956442717,1,1,111676.6020933477,111362.9039066523,111519.753,0.002814283965992282,0.33001814399462803,111614.16233333333,111416.43233333333,111515.29733333334,99.189427749963,0.08898591957234389,0,111158.67940682168,0.27685700731653584,1378.1423300000008,1385.9201046226149,-0.5350485685983128,0,1,111372.0,111675.96,0.08471608896058933,0.18797587758037412,26.55485719977022,1,53.96100691865538,0.04362989239712453,0,12,1,0,0,0,111552.0,56.669477082357446,48.70393141324166,111591.46,59.519440092771866,49.91608812713821,111437.77,50.51979571807049,42.875964390303125,111513.77,56.12444148722006,73.25906992865202,111507.65,111519.753,80.46188715946174,0.09410063797233388,-0.5424243639388905,0.0002571838973446372,0.0011386977034102148,-0.00042452156357020154,0.0008437084810519266,-0.0002746260999730854,0.0006249998706962211,0.0002606845207595576,0.000732572343397944,0.022,6302.471,0,128.1
2025-09-03 12:15:00,111466.43,111580.0,111455.4,111567.15,20.74971,56.51389452567026,57.23476504842784,55.62772305573947,5.544002442523606,0.0009035904352547863,63.734815289798775,46.46697996107988,-36.265184710201225,38.88590942595329,46.22396562655837,-7.338056200605081,58.3938333602855,75.37413306076867,111527.80396251506,111489.77468796622,111348.33266974964,111081.08076223916,1,1,111680.99752523167,111368.29547476834,111524.6465,0.002802814721567465,0.6359233172184668,111621.77649999999,111417.1695,111519.473,101.00446862496607,0.09053244492215323,0,111159.75711802868,0.36649313792468197,1398.8920400000009,1387.1555270395088,-0.4597029079586483,0,0,111372.0,111675.96,0.1749170790864463,0.09752870804713773,25.325992817034923,1,59.14947712133431,0.039369034487337036,0,12,1,0,0,0,111466.43,50.969892083146654,35.62646845566633,111552.0,56.669477082357446,48.70393141324166,111591.46,59.519440092771866,49.91608812713821,111490.59,54.37785611118963,60.23661897990678,111522.96200000001,111524.6465,80.206383607003,-0.08199297380428208,-0.5125314464202053,-0.00021784821168224777,0.0008701224152412857,0.0006866947246400024,0.0009436246853315975,0.0005952424727431183,0.0006914364157169428,0.000877999750245051,0.0007572684099859229,0.022,6302.471,0,128.1
2025-09-03 12:20:00,111567.14,111618.29,111558.69,111558.69,16.39792,55.94171062310498,56.846617075062824,54.512420220186264,-0.5721839025652784,-7.582877217882089e-05,63.30077617261623,50.49610199943783,-36.69922382738377,39.29408163877088,43.914004297295875,-4.619922658524999,56.913587095885305,71.682023867792,111533.98117001205,111496.03971633292,111356.58197681828,111085.83309296315,1,1,111683.52909050585,111375.96890949414,111529.749,0.0027569361114916976,0.5940986570654427,111628.11733333333,111422.58433333333,111525.35083333333,98.04700658032502,0.08788827350009669,0,111160.70485307313,0.358026829222533,1382.4941200000007,1386.7115835119366,-0.4395264628334984,0,0,111372.0,111675.96,0.16734689157787916,0.10511955635191134,24.577077053587857,0,60.37734564049698,0.038722069867029536,0,12,1,0,0,0,111567.15,56.51389452567026,38.88590942595329,111466.43,50.969892083146654,35.62646845566633,111552.0,56.669477082357446,48.70393141324166,111437.77,50.51979571807049,42.875964390303125,111547.146,111529.749,78.88752192035138,-0.2599280519265389,-0.2937929223995674,5.997203098107029e-05,0.0008394699959110331,0.001085089911616155,0.0008946763158597733,4.885559576761622e-05,0.000676802745737604,0.0009156026953620611,0.0007569035689836024,0.022,6302.471,0,128.1
2025-09-03 12:25:00,111558.69,111558.7,111501.76,111513.94,12.6849,52.891209048659476,54.783155261262536,48.51029681153209,-3.050501574445505,-0.000401134147416049,54.26758191944155,60.434391127285515,-45.73241808055845,32.91260579654772,40.24687146371316,-7.33426566716544,51.535461537205265,67.65271140167465,111529.97293600964,111497.6670148481,111362.75287968815,111090.09286318242,1,1,111677.32647304144,111393.74252695855,111535.5345,0.002543035840029386,0.42385147220682134,111631.31883333332,111429.82883333336,111530.57383333333,95.11079182458768,0.08529049536281084,0,111161.3411126206,0.3171956040204391,1369.8092200000008,1385.101834606038,-0.6980545610307121,0,1,111372.0,111675.96,0.1272845350097058,0.14529125237616397,23.156464096824823,0,65.4810006012975,0.040179321161829346,0,12,1,0,0,0,111558.69,55.94171062310498,39.29408163877088,111567.15,56.51389452567026,38.88590942595329,111466.43,50.969892083146654,35.62646845566633,111591.46,59.519440092771866,49.91608812713821,111531.64199999999,111535.5345,72.73774741998047,-0.2522148993629129,0.22597919722757084,0.000426226981522726,0.0006791406098486637,-0.0006946768148745619,0.0006325049091435105,-0.00033751199781195673,0.0006889811698820643,0.0010387059112160202,0.0007525169689791076,0.022,6302.471,0,128.1
2025-09-03 12:30:00,111513.94,111617.09,111431.15,111585.52,36.51907,56.936316171467,57.38139372617955,57.28672447632683,4.045107122807522,0.0006418928431728421,85.17031472607489,67.57955760604422,-14.829685273925111,37.13494397282193,39.20956230008275,-2.074618327260822,52.44461716459773,64.61109255425927,111541.08234880773,111505.65364986191,111371.48884519057,111095.02248643433,1,1,111667.86599399422,111424.55500600579,111546.2105,0.0021804889020405932,0.6615607265623059,111645.7235,111433.58050000001,111539.652,101.59859240854587,0.09104997889380796,0,111163.25955942892,0.3798561163505139,1406.3282900000008,1387.1234017864156,0.028346131199695312,0,0,111437.77,111675.96,0.1324096531521294,0.08104994268073701,21.957287182220863,0,67.73545213123315,0.03920947503677549,0,12,1,0,-1,0,111513.94,52.891209048659476,32.91260579654772,111558.69,55.94171062310498,39.29408163877088,111567.15,56.51389452567026,38.88590942595329,111552.0,56.669477082357446,48.70393141324166,111538.34599999999,111546.2105,62.40795162514803,0.10687156213374337,-0.30000023975506357,0.00016465420152811383,0.0005336748709651705,0.0003004876649455035,0.0007009653049099521,4.947123140341958e-05,0.0007172790282148852,0.0019171784649643087,0.0007603978399163126,0.022,6302.471,0,128.1
2025-09-03 12:35:00,111585.51,111858.57,111560.0,111687.85,108.62912,61.96452060649923,60.76552483897046,66.74161687984731,5.0282044350322295,0.0009170544708667627,63.70208151723247,67.71332605424963,-36.29791848276753,52.80750745155092,43.742210683905476,9.065296767645442,60.722336050268495,63.83334125346112,111570.4358790462,111522.21695441991,111383.89516498703,111100.92126766384,1,1,111686.14629788794,111430.06070211208,111558.10350000001,0.0022928688821197765,1.0066528619343134,111668.7195,111437.97150000001,111553.34550000001,115.66797866507879,0.10356361830322527,1,111171.16584633972,0.4647645364936141,1514.957410000001,1399.2980692353285,3.3466774437504254,1,0,111437.77,111687.85,0.22390976278977678,0.0,22.06173803736909,0,45.89641713195389,0.03939091869888704,0,12,1,0,2,1,111585.52,56.936316171467,37.13494397282193,111513.94,52.891209048659476,32.91260579654772,111558.69,55.94171062310498,39.29408163877088,111466.43,50.969892083146654,35.62646845566633,111582.63,111558.10350000001,65.68456938671703,0.25137263146312455,-0.16672973090239526,0.0011577762341956621,0.0006953704597577739,0.0019864276625707333,0.0006015912493926538,0.0015610628176232488,0.0007359974084440003,0.002134230788176872,0.0007709364103043177,0.022,6302.471,0,128.1
2025-09-03 12:40:00,111687.85,111687.86,111250.44,111255.98,71.23273,40.48157284515832,44.94910059995954,31.935165913501876,-21.48294776134091,-0.0038667590073585556,0.9109894266018047,49.927795223303065,-99.0890105733982,6.112097639517742,31.198839669109567,-25.086742029591825,32.06456781482848,57.4795865657346,111507.54470323696,111498.01359492718,111378.87888400715,111102.46414062241,1,1,111710.6234240947,111363.58557590528,111537.10449999999,0.003119273662318331,-0.3100687042254587,111668.24449999999,111419.1115,111543.678,138.65026590328733,0.12462275367426304,1,111173.32827739722,0.0743449205699305,1443.724680000001,1403.52917502244,2.8523377596834747,0,0,111255.98,111687.85,0.0,0.3881768872109256,21.271029873800426,0,42.190145794939454,0.07417350286397403,0,12,1,0,1,2,111687.85,61.96452060649923,52.80750745155092,111585.52,56.936316171467,37.13494397282193,111513.94,52.891209048659476,32.91260579654772,111567.15,56.51389452567026,38.88590942595329,111520.396,111537.10449999999,89.01332989913793,-1.5196260837027915,4.591777380144977,-0.002313253392356218,0.0026860294992518104,-0.0027890826287128023,0.0019248704647072514,-0.0021043031524006217,0.0014752939695173958,-0.003760701945163536,0.001067616372338834,0.022,6302.471,0,128.1
