Datetime,Open,High,Low,Close,Volume
2025-09-03 09:10:00,110962.96,110978.18,110914.89,110914.9,17.40504
2025-09-03 09:15:00,110914.89,111266.11,110914.89,111215.87,52.47757
2025-09-03 09:20:00,111215.86,111263.17,111105.98,111168.66,32.40411
2025-09-03 09:25:00,111168.66,111201.05,111134.53,111134.53,15.82861
2025-09-03 09:30:00,111134.54,111207.52,111104.73,111207.27,24.91048
2025-09-03 09:35:00,111207.27,111218.49,111139.78,111154.08,17.48916
2025-09-03 09:40:00,111154.08,111241.78,111124.01,111199.99,14.99966
2025-09-03 09:45:00,111199.99,111232.94,111153.23,111191.72,21.76357
2025-09-03 09:50:00,111191.72,111245.73,111146.26,111221.34,41.58212
2025-09-03 09:55:00,111221.33,111324.0,111221.33,111312.28,36.61788
2025-09-03 10:00:00,111312.28,111370.96,111218.48,111221.55,36.10489
2025-09-03 10:05:00,111221.54,111285.01,111170.06,111257.88,20.93479
2025-09-03 10:10:00,111257.88,111339.17,111252.42,111339.17,21.35121
2025-09-03 10:15:00,111339.17,111391.62,111320.0,111391.61,65.65558
2025-09-03 10:20:00,111391.61,111491.74,111373.57,111402.2,47.87144
2025-09-03 10:25:00,111402.19,111484.73,111373.99,111484.72,34.91918
2025-09-03 10:30:00,111484.72,111484.72,111413.18,111437.38,25.9735
2025-09-03 10:35:00,111437.38,111469.28,111413.45,111469.28,19.69227
2025-09-03 10:40:00,111469.27,111488.35,111438.01,111456.64,20.3059
2025-09-03 10:45:00,111456.64,111480.08,111382.71,111398.23,24.53235
2025-09-03 10:50:00,111398.23,111398.24,111318.83,111372.0,34.62617
2025-09-03 10:55:00,111372.0,111473.67,111361.15,111449.99,25.15906
2025-09-03 11:00:00,111450.0,111675.97,111422.4,111675.96,92.83412
2025-09-03 11:05:00,111675.96,111708.0,111592.3,111597.11,45.49859
2025-09-03 11:10:00,111597.1,111668.95,111597.1,111643.17,53.12218
2025-09-03 11:15:00,111643.16,111657.51,111579.69,111598.0,26.73265
2025-09-03 11:20:00,111597.99,111598.0,111492.0,111497.05,31.68817
2025-09-03 11:25:00,111497.04,111522.53,111419.17,111500.78,38.40426
2025-09-03 11:30:00,111500.77,111553.24,111388.24,111553.24,29.25726
2025-09-03 11:35:00,111553.23,111596.0,111523.55,111551.59,42.01057
2025-09-03 11:40:00,111551.59,111580.0,111488.27,111580.0,35.51243
2025-09-03 11:45:00,111580.0,111580.0,111489.82,111513.77,24.9913
2025-09-03 11:50:00,111513.77,111536.89,111489.83,111490.59,18.49078
2025-09-03 11:55:00,111490.59,111500.0,111437.76,111437.77,19.06263
2025-09-03 12:00:00,111437.77,111591.47,111437.77,111591.46,23.56328
2025-09-03 12:05:00,111591.46,111619.87,111540.69,111552.0,19.08532
2025-09-03 12:10:00,111551.99,111551.99,111460.0,111466.43,14.73346
2025-09-03 12:15:00,111466.43,111580.0,111455.4,111567.15,20.74971
2025-09-03 12:20:00,111567.14,111618.29,111558.69,111558.69,16.39792
2025-09-03 12:25:00,111558.69,111558.7,111501.76,111513.94,12.6849
2025-09-03 12:30:00,111513.94,111617.09,111431.15,111585.52,36.51907
2025-09-03 12:35:00,111585.51,111858.57,111560.0,111687.85,108.62912
2025-09-03 12:40:00,111687.85,111687.86,111250.44,111255.98,71.23273
2025-09-03 12:45:00,111255.98,111338.69,111169.26,111169.27,56.83583
2025-09-03 12:50:00,111169.27,111181.99,111058.61,111058.62,28.38317
2025-09-03 12:55:00,111058.62,111184.03,111031.61,111112.0,31.30184
2025-09-03 13:00:00,111112.0,111266.52,111065.56,111257.99,37.60864
2025-09-03 13:05:00,111257.99,111311.99,111182.4,111264.95,44.75792
2025-09-03 13:10:00,111264.94,111350.0,111264.94,111346.12,22.43527
2025-09-03 13:15:00,111346.12,111477.15,111313.73,111447.69,23.59036
2025-09-03 13:20:00,111447.7,111455.96,111355.99,111379.99,43.70934
2025-09-03 13:25:00,111380.0,111399.26,111320.0,111344.56,24.30477
2025-09-03 13:30:00,111344.55,111508.26,111298.9,111449.74,64.73367
2025-09-03 13:35:00,111449.74,111597.5,111104.01,111408.54,111.55747
2025-09-03 13:40:00,111408.54,111720.19,111396.9,111673.44,82.82266
2025-09-03 13:45:00,111673.43,111920.7,111560.0,111820.0,195.72628
2025-09-03 13:50:00,111820.0,111830.03,111506.75,111546.79,97.5648
2025-09-03 13:55:00,111546.79,111564.53,111311.7,111475.07,113.76022
2025-09-03 14:00:00,111475.08,111835.63,111475.08,111822.21,113.93489
2025-09-03 14:05:00,111822.21,111847.98,111651.21,111740.2,91.26219
2025-09-03 14:10:00,111740.21,111811.71,111222.25,111222.26,132.52363
2025-09-03 14:15:00,111222.25,111498.14,111118.43,111496.0,167.39696
2025-09-03 14:20:00,111495.99,111515.88,111264.18,111298.69,53.86517
2025-09-03 14:25:00,111298.69,111580.0,111282.01,111443.87,58.40884
2025-09-03 14:30:00,111443.86,111866.0,111443.86,111839.99,83.64109
2025-09-03 14:35:00,111840.0,112000.0,111707.7,111985.72,126.17683
2025-09-03 14:40:00,111985.72,112500.0,111981.93,112475.99,283.70501
2025-09-03 14:45:00,112476.0,112498.0,112239.99,112350.0,154.30144
2025-09-03 14:50:00,112350.0,112359.13,112067.99,112096.55,127.58919
2025-09-03 14:55:00,112096.55,112319.99,112096.55,112261.37,87.83856
2025-09-03 15:00:00,112261.37,112315.82,112183.44,112245.15,69.42281
2025-09-03 15:05:00,112245.15,112376.7,112207.02,112353.61,142.15525
2025-09-03 15:10:00,112353.61,112353.61,112121.58,112121.59,81.19347
2025-09-03 15:15:00,112121.59,112168.56,112060.0,112131.99,46.74597
2025-09-03 15:20:00,112131.99,112182.6,111960.0,112021.68,61.77631
2025-09-03 15:25:00,112021.68,112021.68,111910.24,111958.0,50.81536
2025-09-03 15:30:00,111957.99,112172.53,111931.35,112167.36,81.41724
2025-09-03 15:35:00,112167.37,112214.26,112160.08,112184.51,36.10124
2025-09-03 15:40:00,112184.51,112322.28,112156.73,112320.01,65.39176
2025-09-03 15:45:00,112320.0,112357.06,112168.65,112255.57,45.0547
2025-09-03 15:50:00,112255.57,112278.5,112178.0,112200.0,25.72187
2025-09-03 15:55:00,112200.0,112252.51,112169.05,112222.74,60.87734
2025-09-03 16:00:00,112222.73,112336.0,112156.73,112162.02,55.9998
2025-09-03 16:05:00,112162.01,112247.99,112146.1,112156.73,26.82647
2025-09-03 16:10:00,112156.74,112179.41,112081.72,112178.0,22.0748
2025-09-03 16:15:00,112177.99,112178.0,112064.04,112110.87,47.02007
2025-09-03 16:20:00,112110.87,112175.99,112087.58,112100.0,31.61412
2025-09-03 16:25:00,112100.0,112100.01,111900.0,111965.99,131.24278
2025-09-03 16:30:00,111965.99,112111.8,111965.98,112111.79,47.91906
2025-09-03 16:35:00,112111.8,112112.0,111991.5,112016.39,35.99073
2025-09-03 16:40:00,112016.38,112016.38,111720.2,111733.64,107.06587
2025-09-03 16:45:00,111733.65,111800.0,111700.0,111743.04,36.20948
2025-09-03 16:50:00,111743.03,111786.83,111686.24,111786.83,38.22221
2025-09-03 16:55:00,111786.82,111858.66,111786.82,111858.66,24.01137
2025-09-03 17:00:00,111858.65,112021.25,111858.65,112019.11,25.71277
2025-09-03 17:05:00,112019.12,112097.77,112000.0,112077.12,23.09326
2025-09-03 17:10:00,112077.12,112400.0,112077.12,112380.33,75.98961
2025-09-03 17:15:00,112380.32,112470.63,112341.02,112438.03,47.11982
2025-09-03 17:20:00,112438.02,112485.28,112365.99,112371.48,39.78797
2025-09-03 17:25:00,112371.48,112448.71,112300.0,112448.7,31.13863
2025-09-03 17:30:00,112448.71,112469.79,112370.0,112381.14,44.81785
2025-09-03 17:35:00,112381.14,112464.0,112299.19,112305.3,53.57138
2025-09-03 17:40:00,112305.3,112358.94,112261.36,112297.91,81.10169
2025-09-03 17:45:00,112297.92,112460.0,112259.05,112433.91,49.32799
2025-09-03 17:50:00,112433.91,112575.27,112394.19,112470.62,68.01051
2025-09-03 17:55:00,112470.63,112470.63,112270.88,112312.64,35.02709
2025-09-03 18:00:00,112312.64,112502.0,112257.4,112456.02,37.18763
2025-09-03 18:05:00,112456.03,112516.35,112366.02,112510.8,61.5061
2025-09-03 18:10:00,112510.81,112510.81,112375.49,112382.82,62.88996
2025-09-03 18:15:00,112382.81,112388.0,112261.36,112264.59,27.78477
2025-09-03 18:20:00,112264.58,112277.84,112171.16,112171.17,86.35978
2025-09-03 18:25:00,112171.17,112235.98,112121.58,112136.54,25.47202
2025-09-03 18:30:00,112136.53,112136.54,112030.87,112131.57,25.4978
2025-09-03 18:35:00,112131.57,112131.58,111860.14,111869.51,40.02111
2025-09-03 18:40:00,111869.5,111953.46,111842.84,111885.48,28.28193
2025-09-03 18:45:00,111885.48,111885.48,111800.0,111824.01,25.57616
2025-09-03 18:50:00,111824.01,111904.64,111808.0,111904.64,23.61106
2025-09-03 18:55:00,111904.64,112000.0,111882.41,112000.0,21.61473
2025-09-03 19:00:00,112000.0,112000.0,111910.58,111925.99,9.42583
2025-09-03 19:05:00,111925.99,111974.6,111891.12,111891.12,27.2532
2025-09-03 19:10:00,111891.12,111891.13,111815.29,111815.29,31.47521
2025-09-03 19:15:00,111815.3,111947.48,111781.63,111933.18,38.53004
2025-09-03 19:20:00,111933.17,111947.48,111860.0,111927.11,18.16015
2025-09-03 19:25:00,111927.1,111939.19,111894.17,111917.7,10.2813
2025-09-03 19:30:00,111917.71,111996.8,111917.7,111996.8,10.33444
2025-09-03 19:35:00,111996.79,111996.8,111820.55,111820.57,15.75331
2025-09-03 19:40:00,111820.57,111875.24,111792.5,111859.81,19.87641
2025-09-03 19:45:00,111859.82,112015.49,111842.84,111985.75,26.26879
2025-09-03 19:50:00,111985.76,112146.97,111985.76,112137.3,45.52897
2025-09-03 19:55:00,112137.31,112252.33,112115.41,112193.74,59.7227
2025-09-03 20:00:00,112193.74,112200.85,112148.68,112159.99,22.19252
2025-09-03 20:05:00,112160.0,112250.0,112159.99,112181.64,18.4777
2025-09-03 20:10:00,112181.64,112200.0,112094.43,112113.69,17.91837
2025-09-03 20:15:00,112113.69,112132.24,112094.45,112094.45,6.58469
2025-09-03 20:20:00,112094.45,112120.0,112052.1,112103.88,30.75276
2025-09-03 20:25:00,112103.88,112137.17,112103.88,112127.16,9.98113
2025-09-03 20:30:00,112127.17,112165.92,112100.0,112114.81,21.53242
2025-09-03 20:35:00,112114.81,112123.35,112087.9,112120.93,7.62962
2025-09-03 20:40:00,112120.94,112125.19,112080.0,112125.19,22.85329
2025-09-03 20:45:00,112125.19,112208.69,112125.18,112159.99,25.69896
2025-09-03 20:50:00,112159.99,112183.69,112143.56,112143.56,16.11095
2025-09-03 20:55:00,112143.57,112211.31,112143.56,112211.31,29.42622
2025-09-03 21:00:00,112211.3,112221.94,112200.15,112221.93,9.98771
2025-09-03 21:05:00,112221.94,112250.0,112221.93,112250.0,8.32883
2025-09-03 21:10:00,112249.99,112250.0,112139.37,112139.37,23.8692
2025-09-03 21:15:00,112139.38,112180.0,112102.98,112131.76,17.33267
2025-09-03 21:20:00,112131.76,112131.76,112065.63,112065.63,6.36299
2025-09-03 21:25:00,112065.63,112092.96,112045.73,112092.95,16.76247
2025-09-03 21:30:00,112092.96,112107.02,111920.89,111941.13,19.35316
2025-09-03 21:35:00,111941.13,111957.1,111864.94,111864.95,14.3146
2025-09-03 21:40:00,111864.94,111864.95,111798.08,111864.95,17.56919
2025-09-03 21:45:00,111864.95,111898.44,111759.5,111898.43,25.27857
2025-09-03 21:50:00,111898.44,111979.44,111898.44,111966.17,15.70784
2025-09-03 21:55:00,111966.16,112021.25,111966.16,111989.67,7.42083
2025-09-03 22:00:00,111989.68,112096.0,111980.24,112061.9,28.88614
2025-09-03 22:05:00,112061.9,112110.11,112053.0,112097.76,16.26117
2025-09-03 22:10:00,112097.77,112110.11,112073.71,112096.27,17.95696
2025-09-03 22:15:00,112096.27,112150.0,112078.76,112147.99,15.62978
2025-09-03 22:20:00,112147.99,112148.0,112108.53,112108.54,11.08691
2025-09-03 22:25:00,112108.53,112108.54,111953.24,111955.62,21.45076
2025-09-03 22:30:00,111955.62,111955.63,111916.77,111930.01,13.68723
2025-09-03 22:35:00,111930.01,111930.01,111880.39,111896.01,11.38978
2025-09-03 22:40:00,111896.0,111920.0,111874.46,111919.99,10.48975
2025-09-03 22:45:00,111919.99,111979.99,111839.86,111839.87,11.85065
2025-09-03 22:50:00,111839.87,111924.97,111839.86,111924.97,9.9193
2025-09-03 22:55:00,111924.97,111947.48,111924.96,111947.48,9.12621
2025-09-03 23:00:00,111947.47,111980.0,111917.56,111958.65,11.09561
2025-09-03 23:05:00,111958.64,111958.65,111855.72,111893.44,20.80868
2025-09-03 23:10:00,111893.44,111900.0,111842.84,111864.67,11.85886
2025-09-03 23:15:00,111864.68,111902.71,111864.67,111893.27,55.37271
2025-09-03 23:20:00,111893.27,111936.78,111825.68,111825.68,20.28086
2025-09-03 23:25:00,111825.68,111825.69,111775.21,111808.84,15.97754
2025-09-03 23:30:00,111808.85,111845.05,111686.24,111707.24,26.84618
2025-09-03 23:35:00,111707.24,111707.24,111613.98,111638.26,34.23502
2025-09-03 23:40:00,111638.26,111679.62,111633.57,111656.4,14.46908
2025-09-03 23:45:00,111656.41,111710.0,111656.41,111709.99,84.69613
2025-09-03 23:50:00,111710.0,111750.0,111646.5,111657.64,38.97145
2025-09-03 23:55:00,111657.64,111705.72,111647.65,111705.71,24.46005
2025-09-04 00:00:00,111705.72,111777.87,111653.66,111710.59,79.49965
2025-09-04 00:05:00,111710.59,111732.11,111646.21,111646.21,22.40441
2025-09-04 00:10:00,111646.22,111730.45,111619.86,111730.44,15.58384
2025-09-04 00:15:00,111730.45,111896.01,111672.04,111896.01,32.34908
2025-09-04 00:20:00,111896.69,112094.64,111896.68,112008.47,48.60285
2025-09-04 00:25:00,112008.48,112064.34,111975.48,112005.0,37.60618
2025-09-04 00:30:00,112005.0,112121.59,111955.7,112119.99,15.83524
2025-09-04 00:35:00,112119.99,112144.74,112021.24,112021.24,23.13049
2025-09-04 00:40:00,112021.24,112074.76,112021.24,112068.0,6.66339
2025-09-04 00:45:00,112067.99,112068.0,112016.0,112046.19,15.64788
2025-09-04 00:50:00,112046.19,112145.89,112046.19,112145.88,17.77654
2025-09-04 00:55:00,112145.89,112180.0,112065.6,112065.61,28.32668
2025-09-04 01:00:00,112065.6,112080.0,111973.7,111983.69,21.4579
2025-09-04 01:05:00,111983.69,111997.41,111855.2,111908.96,30.77822
2025-09-04 01:10:00,111908.96,111908.97,111700.0,111704.81,37.40608
2025-09-04 01:15:00,111704.81,111743.0,111641.63,111717.94,21.45189
2025-09-04 01:20:00,111717.94,111760.28,111687.03,111735.99,18.05341
2025-09-04 01:25:00,111735.99,111795.91,111703.67,111795.9,10.57313
2025-09-04 01:30:00,111795.9,112013.99,111778.55,111924.01,30.85898
2025-09-04 01:35:00,111924.01,111973.35,111820.55,111856.0,22.8025
2025-09-04 01:40:00,111855.99,111930.74,111842.84,111891.41,15.98385
2025-09-04 01:45:00,111891.41,111893.6,111808.94,111844.46,18.19308
2025-09-04 01:50:00,111844.45,111863.97,111800.0,111824.75,9.49993
