Datetime,Open,High,Low,Close,Volume
2025-09-02 19:20:00,110662.0,110662.0,110456.58,110499.83,54.70295
2025-09-02 19:25:00,110499.84,110581.78,110493.41,110513.51,33.91337
2025-09-02 19:30:00,110513.51,110589.66,110441.42,110559.88,22.38126
2025-09-02 19:35:00,110559.88,110700.1,110538.18,110686.8,21.39579
2025-09-02 19:40:00,110686.8,110742.84,110616.41,110670.0,24.58921
2025-09-02 19:45:00,110670.0,110745.62,110569.91,110722.55,22.19274
2025-09-02 19:50:00,110722.54,110767.33,110600.29,110661.31,28.0482
2025-09-02 19:55:00,110661.3,110817.58,110644.0,110806.0,50.84292
2025-09-02 20:00:00,110806.01,110882.11,110716.77,110866.0,17.98912
2025-09-02 20:05:00,110866.01,111055.0,110824.0,111054.99,58.49167
2025-09-02 20:10:00,111055.0,111196.0,110997.43,111195.99,92.58215
2025-09-02 20:15:00,111196.0,111272.01,111154.42,111272.0,97.43365
2025-09-02 20:20:00,111272.0,111350.0,111200.0,111245.79,34.25871
2025-09-02 20:25:00,111245.8,111256.0,111173.43,111252.0,31.40508
2025-09-02 20:30:00,111251.99,111252.0,111096.17,111215.71,60.33809
2025-09-02 20:35:00,111215.7,111340.08,111215.7,111340.08,55.31138
2025-09-02 20:40:00,111340.08,111389.99,111270.3,111289.21,47.50484
2025-09-02 20:45:00,111289.21,111364.22,111218.48,111364.22,26.51862
2025-09-02 20:50:00,111364.22,111396.6,111306.68,111390.76,37.95401
2025-09-02 20:55:00,111390.75,111419.18,111380.73,111418.49,25.64114
2025-09-02 21:00:00,111418.49,111418.49,111371.48,111371.49,12.66186
2025-09-02 21:05:00,111371.49,111484.61,111371.48,111459.09,71.70048
2025-09-02 21:10:00,111459.1,111517.84,111459.09,111517.83,28.31392
2025-09-02 21:15:00,111517.83,111538.17,111324.04,111375.59,53.87261
2025-09-02 21:20:00,111375.59,111377.52,111254.25,111254.26,34.12143
2025-09-02 21:25:00,111254.26,111319.61,111254.25,111303.31,8.52507
2025-09-02 21:30:00,111303.31,111467.03,111303.3,111467.03,33.92562
2025-09-02 21:35:00,111467.02,111480.0,111460.86,111479.99,9.25614
2025-09-02 21:40:00,111480.0,111480.0,111360.85,111360.85,29.72537
2025-09-02 21:45:00,111360.86,111360.86,111200.0,111245.5,40.62247
2025-09-02 21:50:00,111245.5,111245.5,111203.23,111239.96,8.84441
2025-09-02 21:55:00,111239.97,111239.97,111129.57,111129.57,24.6919
2025-09-02 22:00:00,111129.58,111137.8,110910.16,110974.56,121.92404
2025-09-02 22:05:00,110974.56,110994.86,110870.27,110974.0,31.58109
2025-09-02 22:10:00,110973.99,111120.0,110951.83,111119.99,23.89011
2025-09-02 22:15:00,111119.99,111173.52,111044.18,111053.74,16.00065
2025-09-02 22:20:00,111053.74,111100.0,111000.0,111000.01,31.89887
2025-09-02 22:25:00,111000.01,111100.0,111000.01,111048.0,17.54508
2025-09-02 22:30:00,111047.99,111062.0,110976.56,111001.23,32.93566
2025-09-02 22:35:00,111001.23,111186.71,111001.23,111186.7,17.90226
2025-09-02 22:40:00,111186.7,111238.56,111140.03,111185.25,39.20032
2025-09-02 22:45:00,111185.25,111240.0,111152.11,111214.46,19.6269
2025-09-02 22:50:00,111214.46,111233.84,111186.7,111186.7,10.23047
2025-09-02 22:55:00,111186.7,111260.0,111178.52,111259.99,12.13547
2025-09-02 23:00:00,111260.0,111271.13,111172.95,111182.68,27.67453
2025-09-02 23:05:00,111182.68,111182.68,111066.91,111092.9,22.88339
2025-09-02 23:10:00,111092.9,111238.0,111063.39,111238.0,22.66632
2025-09-02 23:15:00,111237.99,111249.6,111139.07,111139.07,32.45103
2025-09-02 23:20:00,111139.07,111139.08,111058.45,111095.95,18.83784
2025-09-02 23:25:00,111095.95,111111.42,111056.03,111078.81,11.50902
2025-09-02 23:30:00,111078.81,111112.14,111017.79,111017.79,15.08051
2025-09-02 23:35:00,111017.8,111164.83,111017.79,111164.83,17.54377
2025-09-02 23:40:00,111164.83,111164.83,111106.0,111109.99,16.50021
2025-09-02 23:45:00,111109.98,111157.41,111084.35,111087.99,22.31492
2025-09-02 23:50:00,111088.0,111201.43,111087.99,111201.43,13.03708
2025-09-02 23:55:00,111201.42,111240.02,111193.46,111240.01,38.35267
2025-09-03 00:00:00,111240.01,111370.57,111240.01,111310.0,120.19358
2025-09-03 00:05:00,111310.0,111444.01,111310.0,111444.0,114.00949
2025-09-03 00:10:00,111444.01,111548.0,111430.01,111530.12,118.02474
2025-09-03 00:15:00,111530.11,111570.49,111460.44,111558.45,77.05548
2025-09-03 00:20:00,111558.45,111585.98,111528.0,111561.99,61.61708
2025-09-03 00:25:00,111562.0,111782.21,111562.0,111647.99,199.40019
2025-09-03 00:30:00,111647.99,111652.33,111436.07,111451.7,93.20973
2025-09-03 00:35:00,111451.7,111588.0,111451.7,111578.03,51.50067
2025-09-03 00:40:00,111578.03,111678.0,111417.71,111417.72,54.3685
2025-09-03 00:45:00,111417.72,111451.62,111332.18,111360.38,62.71133
2025-09-03 00:50:00,111360.38,111381.13,111300.0,111305.66,23.24645
2025-09-03 00:55:00,111305.66,111370.7,111300.0,111339.98,16.86557
2025-09-03 01:00:00,111339.98,111404.77,111253.97,111394.01,33.2023
2025-09-03 01:05:00,111394.0,111394.0,111142.19,111198.76,66.11701
2025-09-03 01:10:00,111198.77,111270.02,111198.77,111220.97,17.71427
2025-09-03 01:15:00,111220.98,111240.0,111161.07,111178.41,21.94924
2025-09-03 01:20:00,111178.41,111178.42,110926.69,110931.47,69.18106
2025-09-03 01:25:00,110931.47,111038.44,110931.46,110978.5,47.2801
2025-09-03 01:30:00,110978.5,111047.76,110929.82,110999.99,23.03901
2025-09-03 01:35:00,110999.99,111013.24,110917.45,110931.45,29.24943
2025-09-03 01:40:00,110931.45,110978.35,110901.99,110929.61,23.97693
2025-09-03 01:45:00,110929.62,110992.0,110901.06,110961.93,59.55777
2025-09-03 01:50:00,110961.94,111118.14,110961.93,111117.55,28.77812
2025-09-03 01:55:00,111117.55,111200.0,111117.55,111176.94,34.77139
2025-09-03 02:00:00,111176.93,111411.02,111163.07,111227.79,51.41309
2025-09-03 02:05:00,111227.79,111227.8,111055.33,111055.33,30.7161
2025-09-03 02:10:00,111055.33,111171.01,111029.43,111098.31,25.01143
2025-09-03 02:15:00,111098.3,111335.79,111091.86,111266.0,31.24291
2025-09-03 02:20:00,111265.99,111353.22,111250.42,111321.32,38.55676
2025-09-03 02:25:00,111321.32,111393.11,111268.61,111374.54,44.21349
2025-09-03 02:30:00,111374.54,111374.54,111258.69,111264.9,19.20005
2025-09-03 02:35:00,111264.9,111306.69,111228.19,111228.2,48.38717
2025-09-03 02:40:00,111228.2,111351.47,111195.67,111338.92,30.88115
2025-09-03 02:45:00,111338.93,111419.18,111338.92,111372.01,32.25713
2025-09-03 02:50:00,111372.01,111484.05,111356.69,111430.66,49.60831
2025-09-03 02:55:00,111430.66,111430.66,111366.61,111372.0,23.41172
2025-09-03 03:00:00,111372.0,111375.02,111282.03,111348.86,60.05188
2025-09-03 03:05:00,111348.87,111411.24,111331.98,111375.46,18.97516
2025-09-03 03:10:00,111375.46,111389.04,111047.56,111078.95,66.019
2025-09-03 03:15:00,111078.96,111128.85,111032.88,111085.26,14.38995
2025-09-03 03:20:00,111085.27,111164.2,111020.45,111020.46,23.11046
2025-09-03 03:25:00,111020.46,111067.32,110976.01,111059.27,33.82791
2025-09-03 03:30:00,111059.27,111059.28,110973.69,110991.34,63.00799
2025-09-03 03:35:00,110991.33,111027.5,110929.29,110929.29,15.3251
2025-09-03 03:40:00,110929.29,110961.36,110892.14,110950.01,25.33554
2025-09-03 03:45:00,110950.01,110999.0,110941.48,110998.99,16.35342
2025-09-03 03:50:00,110998.98,111129.58,110998.98,111112.01,36.59464
2025-09-03 03:55:00,111112.01,111112.01,111040.0,111054.01,18.70713
2025-09-03 04:00:00,111054.0,111119.91,111017.79,111119.9,48.54812
2025-09-03 04:05:00,111119.9,111151.99,110967.75,110967.75,42.974
2025-09-03 04:10:00,110967.75,110967.76,110917.45,110917.45,23.46435
2025-09-03 04:15:00,110917.46,110951.46,110836.48,110919.99,42.83985
2025-09-03 04:20:00,110919.99,111082.0,110906.49,111082.0,18.11025
2025-09-03 04:25:00,111081.99,111101.0,111022.01,111022.01,11.66588
2025-09-03 04:30:00,111022.02,111088.0,110976.66,111047.52,7.73401
2025-09-03 04:35:00,111047.52,111076.91,110990.12,111000.0,8.95039
2025-09-03 04:40:00,111000.0,111091.63,110990.34,111022.16,16.92576
2025-09-03 04:45:00,111022.16,111025.35,110978.15,110984.32,23.68413
2025-09-03 04:50:00,110984.32,111095.64,110971.69,111054.05,17.25685
2025-09-03 04:55:00,111054.04,111060.0,111020.67,111020.68,7.11443
2025-09-03 05:00:00,111020.68,111069.48,110957.39,110994.01,14.64837
2025-09-03 05:05:00,110994.01,110994.02,110929.29,110951.11,17.34938
2025-09-03 05:10:00,110951.12,110977.95,110860.04,110899.99,40.60317
2025-09-03 05:15:00,110900.0,110919.83,110790.93,110844.66,28.2793
2025-09-03 05:20:00,110844.67,110861.8,110750.0,110763.85,21.97559
2025-09-03 05:25:00,110763.84,110817.1,110709.6,110778.55,34.76711
2025-09-03 05:30:00,110778.55,110846.65,110778.55,110805.87,14.13673
2025-09-03 05:35:00,110805.86,110846.64,110792.0,110834.69,15.06797
2025-09-03 05:40:00,110834.69,110834.69,110737.77,110780.63,54.11569
2025-09-03 05:45:00,110780.62,110794.0,110735.39,110763.99,20.10197
2025-09-03 05:50:00,110763.99,110784.06,110718.2,110722.55,23.771
2025-09-03 05:55:00,110722.55,110722.55,110666.0,110685.57,42.33333
2025-09-03 06:00:00,110685.57,110722.07,110570.35,110589.99,42.7987
2025-09-03 06:05:00,110589.99,110668.74,110549.8,110599.53,219.49652
2025-09-03 06:10:00,110599.53,110739.41,110599.52,110700.01,62.79141
2025-09-03 06:15:00,110700.01,110765.95,110651.36,110725.01,22.29336
2025-09-03 06:20:00,110725.01,110829.15,110725.0,110811.2,31.56129
2025-09-03 06:25:00,110811.2,110829.15,110796.15,110806.97,13.68525
2025-09-03 06:30:00,110806.98,110844.0,110778.84,110810.2,22.27914
2025-09-03 06:35:00,110810.2,110879.89,110773.1,110788.92,27.38937
2025-09-03 06:40:00,110788.93,110788.93,110738.54,110758.86,13.95843
2025-09-03 06:45:00,110758.85,110813.2,110710.31,110723.97,23.12226
2025-09-03 06:50:00,110723.97,110770.0,110698.3,110698.3,12.05717
2025-09-03 06:55:00,110698.3,110728.35,110673.63,110724.0,14.53348
2025-09-03 07:00:00,110724.0,110845.34,110698.91,110845.31,42.14882
2025-09-03 07:05:00,110845.32,110845.32,110573.25,110656.0,29.43757
2025-09-03 07:10:00,110655.99,110829.15,110632.67,110766.41,34.2491
2025-09-03 07:15:00,110766.41,110766.41,110561.51,110561.52,26.47259
2025-09-03 07:20:00,110561.51,110746.46,110528.71,110696.67,49.32117
2025-09-03 07:25:00,110696.66,110779.99,110607.98,110779.99,52.97804
2025-09-03 07:30:00,110780.0,110913.1,110780.0,110793.64,33.17362
2025-09-03 07:35:00,110793.64,110975.05,110793.64,110923.59,48.00006
2025-09-03 07:40:00,110923.6,110945.99,110869.19,110942.77,21.83273
2025-09-03 07:45:00,110942.77,110975.21,110921.81,110975.21,13.2245
2025-09-03 07:50:00,110975.21,111053.0,110961.71,111032.0,32.43786
2025-09-03 07:55:00,111031.99,111111.11,111010.38,111099.88,54.03966
2025-09-03 08:00:00,111099.87,111187.93,111058.28,111170.02,75.31381
2025-09-03 08:05:00,111170.02,111270.51,111151.41,111210.96,59.07882
2025-09-03 08:10:00,111210.97,111226.0,111179.51,111225.99,24.80498
2025-09-03 08:15:00,111225.99,111279.48,111161.6,111164.0,44.98168
2025-09-03 08:20:00,111164.0,111164.0,111070.32,111136.0,25.38621
2025-09-03 08:25:00,111135.99,111135.99,111054.0,111115.12,30.79193
2025-09-03 08:30:00,111115.12,111138.37,111052.48,111052.48,16.88221
2025-09-03 08:35:00,111052.49,111084.77,111009.95,111084.77,20.60926
2025-09-03 08:40:00,111084.76,111084.77,111024.17,111065.43,13.00172
2025-09-03 08:45:00,111065.44,111076.57,111010.75,111010.76,19.25664
2025-09-03 08:50:00,111010.75,111010.75,110974.0,110984.36,25.59789
2025-09-03 08:55:00,110984.36,111019.99,110981.41,111019.99,9.42056
2025-09-03 09:00:00,111019.99,111072.26,110952.0,110958.29,18.61063
2025-09-03 09:05:00,110958.29,111017.8,110889.29,110962.96,20.89126
